exchange,symbol,gain_x,bottom_price,peak_price,bottom_date,peak_date,days_to_peak
mexc,DGMA/USDT,6.401065719360568,0.02815,0.18019,2025-10-05,2025-10-15,10
mexc,POPCAT/USDT:USDT,6.39294710327456,0.0397,0.2538,2025-10-01,2025-10-05,4
mexc,WCT/USDT,6.392156862745097,0.0408,0.2608,2025-10-01,2025-10-05,4
mexc,OPTIMUS/USDT,6.37799043062201,0.00418,0.02666,2025-10-01,2025-10-02,1
mexc,ETHFI/USDT,6.3663821405121475,0.3046,1.9392,2025-10-01,2025-10-04,3
mexc,KGEN/USDT:USDT,6.364545454545454,0.11,0.7001,2025-10-10,2025-10-16,6
mexc,VANRY/USDT:USDT,6.360120326600773,0.004654,0.0296,2025-10-01,2025-10-06,5
mexc,TOKEN/USDT,6.359090909090909,0.0022,0.01399,2025-10-01,2025-10-07,6
mexc,POPCAT/USDT,6.35,0.04,0.254,2025-10-01,2025-10-05,4
mexc,REZ/USDT,6.348335854765507,0.002644,0.016785,2025-10-10,2025-10-10,0
mexc,REZ/USDT:USDT,6.345351043643263,0.002635,0.01672,2025-10-10,2025-10-10,0
mexc,L3/USDT,6.343419062027231,0.00661,0.04193,2025-10-01,2025-10-03,2
mexc,L3/USDT:USDT,6.331818181818182,0.0066,0.04179,2025-10-01,2025-10-03,2
mexc,RON/USDT:USDT,6.329936305732484,0.0785,0.4969,2025-10-01,2025-10-07,6
mexc,DMTR/USDT,6.322698268003647,0.005485,0.03468,2025-10-01,2025-10-15,14
mexc,AURORA/USDT,6.320272572402044,0.02348,0.1484,2025-10-28,2025-10-30,2
mexc,LOBO/USDT,6.319045514803358,6.789e-05,0.000429,2025-10-01,2025-10-02,1
mexc,STOOS/USDT,6.308463611859838,0.9275,5.8511,2025-11-03,2025-11-04,1
mexc,KIMA/USDT,6.30354609929078,0.0141,0.08888,2025-10-01,2025-10-10,9
mexc,BATTERY/USDT,6.3,0.0001,0.00063,2025-10-01,2025-10-04,3
mexc,IMX/USDT,6.288043478260869,0.1288,0.8099,2025-10-01,2025-10-03,2
mexc,YNE/USDT,6.280965318842897,0.0006257,0.00393,2025-10-24,2025-10-28,4
mexc,ICNT/USDT:USDT,6.275970619097587,0.0953,0.5981,2025-10-10,2025-12-19,70
mexc,BEAMX/USDT:USDT,6.272957568081064,0.001579,0.009905,2025-10-01,2025-10-07,6
mexc,ETHFI/USDT:USDT,6.270873786407767,0.309,1.9377,2025-10-01,2025-10-04,3
mexc,BEAMX/USDT,6.270082226438963,0.001581,0.009913,2025-10-01,2025-10-07,6
mexc,IMX/USDT:USDT,6.267594740912607,0.1293,0.8104,2025-10-01,2025-10-03,2
mexc,AVA/USDT:USDT,6.267316017316017,0.0924,0.5791,2025-10-10,2025-10-28,18
mexc,BABY/USDT:USDT,6.265240641711229,0.00935,0.05858,2025-10-01,2025-10-03,2
mexc,B2/USDT,6.2635876427509185,0.35639,2.23228,2025-10-01,2025-10-12,11
mexc,EGO/USDT,6.263142938334754,0.0003519,0.002204,2026-02-16,2026-03-14,26
mexc,CTA/USDT,6.241655540720961,0.00749,0.04675,2025-10-01,2025-10-09,8
mexc,KERNEL/USDT:USDT,6.238859180035651,0.04488,0.28,2025-10-10,2025-10-28,18
mexc,WOO/USDT:USDT,6.216303470540759,0.01239,0.07702,2025-10-01,2025-10-04,3
mexc,INIT/USDT:USDT,6.2160714285714285,0.056,0.3481,2025-10-01,2025-10-03,2
mexc,VINE/USDT:USDT,6.215839860748477,0.01149,0.07142,2025-10-01,2025-10-04,3
mexc,TRUMP/USDT,6.209362808842653,1.538,9.55,2025-10-10,2025-11-10,31
mexc,AVA/USDT,6.208378088077335,0.0931,0.578,2025-10-10,2025-10-28,18
mexc,ARKM/USDT,6.196099674972914,0.0923,0.5719,2025-10-01,2025-10-06,5
mexc,AIN/USDT:USDT,6.177744585511576,0.02678,0.16544,2025-10-06,2025-10-08,2
mexc,A/USDT,6.174291938997822,0.06885,0.4251,2025-10-01,2025-10-02,1
mexc,DRG/USDT,6.1714643304130155,0.00799,0.04931,2025-10-06,2025-10-08,2
mexc,A/USDT:USDT,6.170058139534883,0.0688,0.4245,2025-10-01,2025-10-02,1
mexc,LAYER/USDT,6.16107000569152,0.07028,0.433,2025-10-01,2025-10-03,2
mexc,GOAT/USDT,6.157965194109773,0.01494,0.092,2025-10-01,2025-10-05,4
mexc,ARKM/USDT:USDT,6.156081808396125,0.0929,0.5719,2025-10-01,2025-10-06,5
mexc,B2/USDT:USDT,6.156043956043956,0.364,2.2408,2025-10-01,2025-10-12,11
mexc,ACS/USDT,6.155703077851539,0.0001657,0.00102,2025-11-07,2025-11-08,1
mexc,AIA/USDT:USDT,6.15491009681881,0.0723,0.445,2026-01-20,2026-01-20,0
mexc,AIN/USDT,6.152409413522601,0.02677,0.1647,2025-10-06,2025-10-08,2
mexc,XX/USDT,6.15,0.0036,0.02214,2025-10-01,2025-10-19,18
mexc,INIT/USDT,6.147323794382618,0.05661,0.348,2025-10-01,2025-10-03,2
mexc,COTI/USDT,6.142857142857142,0.01029,0.06321,2025-10-10,2025-11-10,31
mexc,PNUT/USDT:USDT,6.141607000795545,0.03771,0.2316,2025-10-01,2025-10-06,5
mexc,PNUT/USDT,6.141001855287569,0.03773,0.2317,2025-10-01,2025-10-06,5
mexc,LAYER/USDT:USDT,6.1303116147308785,0.0706,0.4328,2025-10-01,2025-10-03,2
mexc,NUMI/USDT,6.128430588862243,0.03753,0.23,2025-10-24,2025-11-23,30
mexc,CARFI/USDT,6.110381077529566,0.1522,0.93,2025-10-01,2025-11-05,35
mexc,TOKEN/USDT:USDT,6.108932461873637,0.002295,0.01402,2025-10-01,2025-10-04,3
mexc,AIXT/USDT,6.107962213225371,0.0741,0.4526,2026-01-14,2026-01-14,0
mexc,RAY/USDT:USDT,6.107676969092723,0.5015,3.063,2025-10-01,2025-10-02,1
mexc,RAY/USDT,6.106018333997609,0.5018,3.064,2025-10-01,2025-10-02,1
mexc,GOAT/USDT:USDT,6.093645484949833,0.01495,0.0911,2025-10-01,2025-10-04,3
mexc,ROVR/USDT,6.09008145663632,0.002087,0.01271,2025-10-01,2025-10-06,5
mexc,COTI/USDT:USDT,6.084302325581396,0.01032,0.06279,2025-10-10,2025-11-09,30
mexc,PORTAL/USDT,6.071428571428572,0.007,0.0425,2025-10-10,2025-10-10,0
mexc,MUMU/USDT,6.0606060606060606,3.96e-07,2.4e-06,2025-10-01,2025-10-01,0
mexc,FARTBOY/USDT,6.058217101273499,0.006596,0.03996,2025-10-04,2025-10-08,4
mexc,PAAL/USDT,6.055363321799308,0.01156,0.07,2025-10-01,2025-10-03,2
mexc,SSV/USDT,6.055286800276434,1.447,8.762,2025-10-01,2025-10-02,1
mexc,HOSKY/USDT,6.046410585563345,1.0127e-08,6.1232e-08,2025-10-01,2025-10-03,2
mexc,GALA/USDT,6.044992743105951,0.002756,0.01666,2025-10-01,2025-10-06,5
mexc,MAJOR/USDT,6.044776119402986,0.02412,0.1458,2025-10-10,2025-12-28,79
mexc,RED/USDT,6.036893203883496,0.103,0.6218,2025-10-01,2025-10-02,1
mexc,BOTTO/USDT,6.0334939206239975,0.04359,0.263,2025-10-01,2025-10-02,1
mexc,SMURFCAT/USDT,6.03338898163606,5.99e-06,3.614e-05,2025-10-01,2025-10-06,5
mexc,GLMR/USDT,6.021505376344087,0.01023,0.0616,2025-10-01,2025-10-03,2
mexc,ACS/USDT:USDT,6.020469596628537,0.0001661,0.001,2025-11-05,2025-11-08,3
mexc,STARHEROES/USDT,6.016778523489934,0.001192,0.007172,2025-10-03,2025-10-03,0
mexc,SWGT/USDT,6.001863932898416,0.01073,0.0644,2025-10-01,2025-10-02,1
mexc,KAITO/USDT,5.999250093738283,0.2667,1.6,2025-10-01,2025-10-01,0
mexc,BSU/USDT:USDT,5.998991732204073,0.04959,0.29749,2025-10-01,2025-10-02,1
mexc,HOLO/USDT:USDT,5.990697674418605,0.043,0.2576,2025-10-01,2025-10-06,5
mexc,C98/USDT,5.9904153354632586,0.01252,0.075,2025-10-01,2025-10-02,1
mexc,PURR/USDT,5.988714425907753,0.04076,0.2441,2025-10-01,2025-10-02,1
mexc,POLIS/USDT,5.9860655737704915,0.0122,0.07303,2025-10-01,2025-10-03,2
mexc,PORTAL/USDT:USDT,5.98546511627907,0.00688,0.04118,2025-10-01,2025-10-03,2
mexc,CHEX/USDT,5.983225806451613,0.0155,0.09274,2025-10-01,2025-10-01,0
mexc,BCCOIN/USDT,5.978080371969445,0.03011,0.18,2025-10-10,2025-10-26,16
mexc,AGT/USDT,5.970149253731343,0.001407,0.0084,2025-10-10,2026-03-22,163
mexc,PNG/USDT,5.964436125409452,0.02137,0.12746,2025-10-01,2025-10-05,4
mexc,TET/USDT,5.96266156055529,0.2089,1.2456,2025-10-01,2025-10-07,6
mexc,CETUS/USDT,5.962142857142857,0.014,0.08347,2025-10-01,2025-10-02,1
mexc,HOLO/USDT,5.956221198156682,0.0434,0.2585,2025-10-01,2025-10-06,5
mexc,CETUS/USDT:USDT,5.954318344039971,0.01401,0.08342,2025-10-01,2025-10-02,1
mexc,BSU/USDT,5.952552552552552,0.04995,0.29733,2025-10-01,2025-10-02,1
mexc,ADO/USDT,5.949,0.01,0.05949,2025-11-21,2025-11-25,4
mexc,PROMPT/USDT:USDT,5.940006975933031,0.02867,0.1703,2025-10-01,2025-10-05,4
mexc,MEW/USDT:USDT,5.939024390243902,0.000492,0.002922,2025-10-01,2025-10-03,2
mexc,A1X/USDT,5.935582822085889,0.000326,0.001935,2025-11-11,2025-11-29,18
mexc,PROMPT/USDT,5.932380620425235,0.02869,0.1702,2025-10-01,2025-10-05,4
mexc,ONE/USDT:USDT,5.928571428571428,0.00182,0.01079,2025-10-01,2025-10-03,2
mexc,XEL/USDT,5.923344947735192,0.287,1.7,2025-10-11,2025-11-25,45
mexc,MEW/USDT,5.92171973230582,0.0004931,0.00292,2025-10-01,2025-10-03,2
mexc,FREEDOM/USDT,5.919494869771112,1.267e-08,7.5e-08,2026-02-11,2026-03-06,23
mexc,MINA/USDT,5.915211267605635,0.0355,0.20999,2025-10-10,2025-11-07,28
mexc,HOPPY/USDT,5.914143213395083,2.807e-06,1.6601e-05,2025-10-01,2025-10-01,0
mexc,WIF/USDT:USDT,5.911465892597968,0.1378,0.8146,2025-10-01,2025-10-06,5
mexc,ONE/USDT,5.906455142231947,0.001828,0.010797,2025-10-01,2025-10-03,2
mexc,MOVR/USDT,5.903386454183266,1.004,5.927,2025-10-01,2025-10-04,3
mexc,CXT/USDT,5.898863889507686,0.004489,0.02648,2025-10-01,2025-10-05,4
mexc,BOB/USDT,5.896,0.005,0.02948,2025-11-20,2025-12-04,14
mexc,ELP/USDT,5.892307692307693,0.00078,0.004596,2025-10-10,2025-11-28,49
mexc,DENT/USDT:USDT,5.891666666666666,0.00012,0.000707,2025-10-01,2025-10-03,2
mexc,MAV/USDT,5.881386861313869,0.01096,0.06446,2025-10-01,2025-10-02,1
mexc,DMC/USDT,5.8784,0.000625,0.003674,2025-10-10,2025-10-13,3
mexc,MAN/USDT,5.878378378378378,0.00148,0.0087,2025-10-01,2025-10-09,8
mexc,SRDS/USDT,5.872756933115824,0.00613,0.036,2025-11-16,2025-11-16,0
mexc,RED/USDT:USDT,5.8714703018500485,0.1027,0.603,2025-10-01,2025-10-02,1
mexc,MVP/USDT,5.870258773484579,0.0002821,0.001656,2026-01-25,2026-02-01,7
mexc,BUILDONBOB/USDT:USDT,5.863366336633664,0.00505,0.02961,2025-12-01,2025-12-04,3
mexc,CHO/USDT,5.86021505376344,0.00093,0.00545,2025-10-01,2025-10-04,3
mexc,PIVX/USDT,5.858739136432612,0.07249,0.4247,2025-10-01,2025-11-04,34
mexc,ENF/USDT,5.85,0.007,0.04095,2025-10-06,2025-10-07,1
mexc,MOVR/USDT:USDT,5.849301397205589,1.002,5.861,2025-10-01,2025-10-03,2
mexc,HVLO/USDT,5.843665768194071,7.42e-05,0.0004336,2025-10-01,2025-10-06,5
mexc,MLN/USDT,5.83429151166723,2.957,17.252,2025-10-10,2025-10-20,10
mexc,CULTDAO/USDT,5.831019161344071,7.202e-07,4.1995e-06,2025-10-01,2025-10-07,6
mexc,GXT/USDT,5.828666666666667,0.00045,0.0026229,2025-10-01,2025-10-02,1
mexc,CLOUD/USDT,5.8213047589032465,0.03173,0.18471,2025-10-10,2025-10-20,10
mexc,WAGMIGAMES/USDT,5.820512820512819,7.8e-07,4.54e-06,2025-10-01,2025-10-01,0
mexc,MINA/USDT:USDT,5.817174515235457,0.0361,0.21,2025-10-10,2025-11-07,28
mexc,MAV/USDT:USDT,5.816621499548329,0.01107,0.06439,2025-10-01,2025-10-02,1
mexc,EDU/USDT,5.814758269720102,0.0393,0.22852,2025-10-10,2025-10-26,16
mexc,WALLET/USDT,5.809946714031972,0.00563,0.03271,2025-10-01,2025-10-10,9
mexc,STRM/USDT,5.806938159879336,0.0003978,0.00231,2025-12-02,2025-12-30,28
mexc,GRASS/USDT:USDT,5.806153846153846,0.1625,0.9435,2025-10-01,2025-10-03,2
mexc,GRASS/USDT,5.795076923076922,0.1625,0.9417,2025-10-01,2025-10-03,2
mexc,SEI/USDT:USDT,5.794145420207744,0.05295,0.3068,2025-10-01,2025-10-03,2
mexc,VIC/USDT,5.792637114951165,0.03993,0.2313,2025-10-01,2025-10-02,1
mexc,VIC/USDT:USDT,5.791321795836468,0.03987,0.2309,2025-10-01,2025-10-02,1
mexc,NIBI/USDT,5.788333333333333,0.003,0.017365,2025-12-20,2025-12-24,4
mexc,ACE/USDT,5.787368421052631,0.095,0.5498,2025-10-09,2025-10-09,0
mexc,SEI/USDT,5.784609581290079,0.05302,0.3067,2025-10-01,2025-10-06,5
mexc,WLD/USDT:USDT,5.772932949403537,0.2431,1.4034,2025-10-01,2025-10-03,2
mexc,ACU/USDT:USDT,5.772659732540862,0.0673,0.3885,2026-01-21,2026-01-24,3
mexc,SSV/USDT:USDT,5.763001974983542,1.519,8.754,2025-10-01,2025-10-02,1
mexc,WLD/USDT,5.760065735414955,0.2434,1.402,2025-10-01,2025-10-03,2
mexc,KERNEL/USDT,5.749389024661187,0.04501,0.25878,2025-10-10,2025-10-28,18
mexc,IXS/USDT,5.74712643678161,0.0435,0.25,2025-10-01,2025-10-13,12
mexc,CLOUD/USDT:USDT,5.747126436781609,0.03219,0.185,2025-10-10,2025-10-20,10
mexc,KAITO/USDT:USDT,5.7439939939939935,0.2664,1.5302,2025-10-01,2025-10-02,1
mexc,AGT/USDT:USDT,5.736768802228412,0.001436,0.008238,2025-10-10,2026-03-22,163
mexc,MANEKI/USDT,5.730753050063105,0.0002377,0.0013622,2025-10-01,2025-10-05,4
mexc,MOODENGETH/USDT,5.7300710339384375,3.801e-06,2.178e-05,2025-11-04,2025-11-08,4
mexc,BR/USDT:USDT,5.725414245749947,0.04647,0.26606,2026-01-20,2026-03-22,61
mexc,CC/USDT,5.72,0.0375,0.2145,2025-11-10,2025-11-10,0
mexc,BKN/USDT,5.71656050955414,0.0471,0.26925,2025-10-02,2025-10-03,1
mexc,BLEND1/USDT,5.712553062462098,6.596e-05,0.0003768,2025-11-09,2026-03-07,118
mexc,DOGS/USDT,5.711751662971174,2.255e-05,0.0001288,2025-10-01,2025-10-04,3
mexc,FUEL/USDT,5.709677419354838,0.00093,0.00531,2025-10-01,2025-10-03,2
mexc,CELL/USDT,5.709606986899564,0.0458,0.2615,2025-10-01,2025-10-06,5
mexc,AUCTION/USDT,5.707788813382122,1.913,10.919,2025-10-10,2025-10-20,10
mexc,GUN/USDT:USDT,5.702432045779686,0.00699,0.03986,2025-10-10,2026-01-22,104
mexc,BDC/USDT,5.698717948717949,0.00156,0.00889,2025-11-06,2025-11-10,4
mexc,KMNO/USDT:USDT,5.698714023270055,0.01633,0.09306,2025-10-01,2025-10-05,4
mexc,SFI/USDT,5.697847067557535,0.005388,0.0307,2025-10-02,2025-10-04,2
mexc,SFIN/USDT,5.6959442004649965,77.42,440.98,2025-10-01,2025-10-24,23
mexc,BREV/USDT,5.691,0.1,0.5691,2026-01-06,2026-01-07,1
mexc,DOGS/USDT:USDT,5.690265486725664,2.26e-05,0.0001286,2025-10-01,2025-10-04,3
mexc,KMNO/USDT,5.689865689865691,0.01638,0.0932,2025-10-01,2025-10-05,4
mexc,DOGINME/USDT,5.689149560117302,8.525e-05,0.000485,2025-10-17,2025-10-28,11
mexc,AUCTION/USDT:USDT,5.674961119751166,1.929,10.947,2025-10-10,2025-10-20,10
mexc,KAT/USDT,5.67,0.005,0.02835,2026-03-18,2026-03-18,0
mexc,MBOX/USDT,5.665924276169266,0.01347,0.07632,2025-10-10,2025-10-10,0
mexc,ASTER/USDT:USDT,5.6577314470091835,0.4029,2.2795,2025-10-01,2025-10-04,3
mexc,VAMEON/USDT,5.6553911205074,9.46e-06,5.35e-05,2025-12-07,2026-01-18,42
mexc,LUMIA/USDT,5.653678077203205,0.05492,0.3105,2025-10-01,2025-10-03,2
mexc,ASTER/USDT,5.63118811881188,0.404,2.275,2025-10-01,2025-10-04,3
mexc,WCT/USDT:USDT,5.628509719222462,0.0463,0.2606,2025-10-01,2025-10-03,2
mexc,LUMIA/USDT:USDT,5.627050674444039,0.05486,0.3087,2025-10-01,2025-10-03,2
mexc,EPILEPTIC/USDT,5.620188816267247,0.0004131,0.0023217,2025-10-10,2025-10-10,0
mexc,MET/USDT,5.618830675778283,0.1317,0.74,2025-10-23,2025-10-23,0
mexc,VANKEDISI/USDT,5.6144721233689205,0.00843,0.04733,2025-10-10,2025-10-24,14
mexc,WET/USDT:USDT,5.612497933542735,0.06049,0.3395,2025-12-09,2025-12-10,1
mexc,GODE/USDT,5.61080586080586,0.0001092,0.0006127,2025-10-01,2025-10-01,0
mexc,MBOX/USDT:USDT,5.609340252038547,0.01349,0.07567,2025-10-10,2025-10-10,0
mexc,VINE/USDT,5.607704402515724,0.01272,0.07133,2025-10-01,2025-10-04,3
mexc,BTX/USDT:USDT,5.601607347876004,0.00871,0.04879,2025-12-11,2025-12-11,0
mexc,BONK/USDT,5.593434343434343,3.96e-06,2.215e-05,2025-10-01,2025-10-06,5
mexc,1000BONK/USDT:USDT,5.588546922300707,0.003964,0.022153,2025-10-01,2025-10-06,5
mexc,SCA/USDT,5.588235294117647,0.0187,0.1045,2025-10-03,2025-10-06,3
mexc,GHIBLI/USDT,5.580983803239352,0.0003334,0.0018607,2025-10-17,2025-10-24,7
mexc,BICO/USDT:USDT,5.568702290076336,0.01834,0.10213,2025-10-01,2025-10-06,5
mexc,SOLAXY/USDT,5.568581477139508,6.824e-05,0.00038,2025-10-01,2025-10-01,0
mexc,MLN/USDT:USDT,5.567859554355166,2.962,16.492,2025-10-10,2025-10-20,10
mexc,BICO/USDT,5.5638934203371395,0.01839,0.10232,2025-10-01,2025-10-06,5
mexc,VISTA/USDT,5.5630791161796145,1.403,7.805,2025-10-01,2025-10-02,1
mexc,SUNCAT/USDT,5.563047875927174,0.0002966,0.00165,2025-10-01,2025-10-08,7
mexc,EDU/USDT:USDT,5.562347188264059,0.0409,0.2275,2025-10-10,2025-10-26,16
mexc,AERO/USDT:USDT,5.561215753424658,0.2336,1.2991,2025-10-10,2025-11-11,32
mexc,EDGE1/USDT,5.553417981274849,0.07797,0.433,2025-10-17,2025-10-26,9
mexc,IRYS/USDT:USDT,5.5480769230769225,0.01248,0.06924,2025-11-25,2026-01-24,60
mexc,FARTCOIN/USDT:USDT,5.543084721216509,0.1381,0.7655,2025-10-01,2025-10-06,5
mexc,KTA/USDT,5.54126213592233,0.1236,0.6849,2025-10-01,2025-10-01,0
mexc,MEGA/USDT:USDT,5.537003610108304,0.1108,0.6135,2025-10-22,2025-10-22,0
mexc,FARTCOIN/USDT,5.522983521248915,0.13836,0.76416,2025-10-01,2025-10-06,5
mexc,BTW/USDT:USDT,5.52037967615857,0.007164,0.039548,2026-03-02,2026-03-19,17
mexc,SONIC/USDT,5.509529481834425,0.03358,0.18501,2025-10-01,2025-10-02,1
mexc,JAGER/USDT,5.5048076923076925,2.08e-10,1.145e-09,2025-10-01,2025-10-07,6
mexc,ATLAS/USDT,5.5,0.000156,0.000858,2025-10-01,2025-10-03,2
mexc,TIBBIR/USDT,5.4950543411894,0.08189,0.44999,2025-10-10,2025-10-28,18
mexc,PROPC/USDT,5.493549354935494,0.09999,0.5493,2025-10-02,2025-10-05,3
mexc,MNT/USDT:USDT,5.492557251908396,0.524,2.8781,2025-10-01,2025-10-09,8
mexc,MNT/USDT,5.491020252197173,0.5234,2.874,2025-10-01,2025-10-09,8
mexc,TONNY/USDT,5.481852315394242,0.03196,0.1752,2025-10-11,2025-10-24,13
mexc,BOSON/USDT,5.479977116704806,0.01748,0.09579,2025-10-01,2025-10-03,2
mexc,TRIO/USDT,5.474452554744525,0.01644,0.09,2025-10-03,2025-10-04,1
mexc,LIT/USDT:USDT,5.460033808258875,0.8282,4.522,2025-12-23,2025-12-23,0
mexc,UBU/USDT,5.459375,0.0032,0.01747,2025-10-10,2025-10-10,0
mexc,EDGEN/USDT,5.458515283842795,0.001832,0.01,2025-10-10,2025-10-15,5
mexc,LIME/USDT,5.4571312474603815,0.002461,0.01343,2025-10-01,2025-10-06,5
mexc,OVR/USDT,5.453531598513011,0.0269,0.1467,2025-10-01,2025-10-03,2
mexc,BAX/USDT,5.453157378121933,9.169e-06,5e-05,2025-11-13,2025-11-29,16
mexc,XP/USDT,5.451669595782074,0.002845,0.01551,2025-10-01,2025-10-04,3
mexc,HYPER/USDT,5.450323436722508,0.06029,0.3286,2025-10-01,2025-10-07,6
mexc,BOME/USDT,5.449107142857144,0.000336,0.0018309,2025-10-01,2025-10-04,3
mexc,BTX/USDT,5.440533980582524,0.00824,0.04483,2025-12-11,2025-12-12,1
mexc,CREPE/USDT,5.438477226376615,0.0001471,0.0008,2025-10-04,2025-10-21,17
mexc,BMT/USDT,5.433812949640288,0.0139,0.07553,2025-10-01,2025-10-08,7
mexc,BOME/USDT:USDT,5.429756965026675,0.0003374,0.001832,2025-10-01,2025-10-04,3
mexc,SAUCE/USDT,5.4158333333333335,0.012,0.06499,2025-10-01,2025-10-02,1
mexc,SONIC/USDT:USDT,5.4142011834319534,0.0338,0.183,2025-10-01,2025-10-03,2
mexc,BMT/USDT:USDT,5.413419913419913,0.01386,0.07503,2025-10-01,2025-10-08,7
mexc,RMV/USDT,5.412790697674419,0.00172,0.00931,2025-10-01,2025-10-08,7
mexc,ALCH/USDT:USDT,5.412719298245614,0.0456,0.24682,2025-10-10,2025-12-18,69
mexc,KEKIUS/USDT,5.412054120541205,0.004065,0.022,2025-10-01,2025-10-03,2
mexc,NAKA/USDT,5.4096153846153845,0.052,0.2813,2025-10-01,2025-10-06,5
mexc,RSR/USDT,5.407904548844146,0.001341,0.007252,2025-10-10,2025-10-16,6
mexc,METIS/USDT,5.3947851634226955,2.723,14.69,2025-10-01,2025-10-05,4
mexc,METIS/USDT:USDT,5.391688120632586,2.719,14.66,2025-10-01,2025-10-05,4
mexc,LB/USDT,5.383360522022839,1.839e-07,9.9e-07,2025-10-01,2025-10-03,2
mexc,OPEN/USDT,5.3761626162616265,0.13332,0.71675,2025-10-01,2025-10-07,6
mexc,OPN/USDT,5.37,0.1,0.537,2026-03-05,2026-03-05,0
mexc,SXT/USDT,5.36813922356091,0.01494,0.0802,2025-10-01,2025-10-09,8
mexc,FOGO/USDT:USDT,5.365853658536585,0.0164,0.088,2026-01-10,2026-01-10,0
mexc,ALCH/USDT,5.36574682435392,0.04566,0.245,2025-10-10,2025-12-18,69
mexc,FET/USDT,5.362608695652174,0.115,0.6167,2025-10-01,2025-10-05,4
mexc,MAS/USDT,5.362007168458781,0.00279,0.01496,2025-10-01,2025-10-03,2
mexc,BFT/USDT,5.361219702892885,0.008953,0.047999,2025-11-21,2026-01-13,53
mexc,SXT/USDT:USDT,5.356182795698924,0.01488,0.0797,2025-10-01,2025-10-09,8
mexc,TONCOIN/USDT:USDT,5.347583643122676,0.538,2.877,2025-10-01,2025-10-03,2
mexc,JOE/USDT,5.346260387811634,0.03249,0.1737,2025-10-01,2025-10-03,2
mexc,ANON/USDT,5.345888121239135,0.4487,2.3987,2025-10-11,2025-10-26,15
mexc,AVAAI/USDT,5.343283582089552,0.00402,0.02148,2025-10-01,2025-10-06,5
mexc,TUP/USDT,5.334951456310679,0.00206,0.01099,2025-10-04,2025-10-06,2
mexc,GTAI/USDT,5.334782608695653,0.023,0.1227,2025-10-10,2025-10-22,12
mexc,OPENLEDGER/USDT:USDT,5.334335086401202,0.1331,0.71,2025-10-01,2025-10-07,6
mexc,JOE/USDT:USDT,5.33353827236397,0.03253,0.1735,2025-10-01,2025-10-03,2
mexc,ILV/USDT:USDT,5.327044025157233,3.18,16.94,2025-10-01,2025-10-02,1
mexc,HUND/USDT,5.32520325203252,0.000369,0.001965,2025-10-01,2025-10-03,2
mexc,MEME/USDT:USDT,5.31452922077922,0.0004928,0.002619,2025-10-01,2025-10-02,1
mexc,MEME/USDT,5.313323869397688,0.0004931,0.00262,2025-10-01,2025-10-02,1
mexc,FET/USDT:USDT,5.311800172265289,0.1161,0.6167,2025-10-01,2025-10-05,4
mexc,KITE/USDT:USDT,5.309879993424297,0.06083,0.323,2025-11-04,2026-03-06,122
mexc,ELA/USDT,5.309734513274336,0.452,2.4,2025-10-01,2025-10-03,2
mexc,ILV/USDT,5.305720537668021,3.199,16.973,2025-10-01,2025-10-02,1
mexc,CFG/USDT,5.304932735426009,0.0669,0.3549,2025-10-01,2025-10-01,0
mexc,ARB/USDT:USDT,5.302961275626424,0.0878,0.4656,2025-10-01,2025-10-06,5
mexc,NIGHT/USDT:USDT,5.3004444444444445,0.0225,0.11926,2025-12-09,2025-12-21,12
mexc,ARB/USDT,5.296793268137366,0.08794,0.4658,2025-10-01,2025-10-06,5
mexc,SQT/USDT,5.295958279009127,0.0003068,0.0016248,2025-10-11,2025-10-21,10
mexc,DEFACTOR/USDT,5.281420765027322,0.00366,0.01933,2025-10-01,2025-10-03,2
mexc,SGB/USDT,5.279708236247593,0.0009871,0.0052116,2025-10-03,2025-10-04,1
mexc,ICP/USDT:USDT,5.2784334763948495,1.864,9.839,2025-10-10,2025-11-08,29
mexc,ACE/USDT:USDT,5.27632850241546,0.1035,0.5461,2025-10-09,2025-10-09,0
mexc,SPEC/USDT,5.26959119923944,0.07363,0.388,2025-10-21,2025-10-27,6
mexc,DIA/USDT:USDT,5.268034825870647,0.1608,0.8471,2025-10-10,2025-10-27,17
mexc,MOODENG/USDT,5.2631578947368425,0.038,0.2,2025-10-10,2025-12-06,57
mexc,DCR/USDT,5.263157894736842,13.3,70.0,2025-10-10,2025-11-04,25
mexc,RSR/USDT:USDT,5.259342301943199,0.001338,0.007037,2025-10-01,2025-10-01,0
mexc,MITO/USDT:USDT,5.259150805270864,0.03415,0.1796,2025-10-01,2025-10-08,7
mexc,THETA/USDT:USDT,5.25752508361204,0.1495,0.786,2025-10-01,2025-10-06,5
mexc,MITO/USDT,5.256507750804329,0.03419,0.17972,2025-10-01,2025-10-04,3
mexc,XDAG/USDT,5.2556662651921595,0.0009133,0.0048,2025-10-18,2025-10-19,1
mexc,FNCT/USDT,5.246283882250073,0.0003431,0.0018,2025-10-13,2025-10-13,0
mexc,CHEEMS/USDT:USDT,5.24106463878327,3.945e-07,2.0676e-06,2025-10-01,2025-10-09,8
mexc,CARV/USDT:USDT,5.237638942123419,0.05218,0.2733,2025-10-01,2025-10-06,5
mexc,ONI/USDT,5.23590333716916,0.00869,0.0455,2025-10-03,2025-10-07,4
mexc,CARV/USDT,5.233895705521473,0.05216,0.273,2025-10-01,2025-10-06,5
